timestamp,cpu usage,memory usage,virtual memory usage,read bytes,written bytes
1709821077316590,0,181407744,36085825536,71507968,692224
1709821078337819,0,181407744,36085825536,71507968,692224
1709821079362200,62.80776,181428224,36085825536,71507968,692224
1709821080403053,71.07418,181489664,36085825536,71507968,692224
1709821081419628,59.992405,181506048,36085825536,71507968,692224
1709821082436576,60.7494,181506048,36085825536,71507968,692224
1709821083453854,60.467224,181510144,36085825536,71507968,696320
1709821084471137,61.97995,181510144,36085825536,71507968,700416
1709821085488606,61.192448,181510144,36085825536,71507968,704512
1709821086504146,60.32374,181510144,36085825536,71507968,708608
1709821087522156,61.74203,181510144,36085825536,71507968,712704
1709821088539347,62.180595,181510144,36085825536,71507968,716800
1709821089556985,61.24219,181510144,36085825536,71507968,720896
1709821090573914,62.633427,181510144,36085825536,71507968,724992
1709821091591004,63.105927,181510144,36085825536,71507968,729088
1709821092604843,73.84779,181551104,36085825536,71507968,733184
1709821093623981,108.17528,181567488,36085825536,71507968,737280
1709821094640197,109.523544,181567488,36085825536,71507968,741376
1709821095656640,109.91563,182169600,36088840192,71507968,745472
1709821096674428,106.45908,182173696,36088840192,71507968,749568
1709821097691727,108.18273,182177792,36088840192,71507968,753664
1709821098708054,108.13453,182177792,36088840192,71507968,757760
1709821099723525,111.79208,182177792,36088840192,71507968,761856
1709821100742476,109.48027,182181888,36088840192,71507968,765952
1709821101760252,108.26121,182181888,36088840192,71507968,770048
1709821102776718,111.35102,182259712,36088840192,71507968,774144
1709821103791424,113.32225,182280192,36088840192,71507968,778240
1709821104808876,113.09963,182280192,36088840192,71507968,782336
1709821105821536,113.21934,182280192,36088840192,71507968,786432
1709821106833221,113.14234,182280192,36088840192,71507968,790528
1709821107852263,113.57544,182280192,36088840192,71507968,794624
1709821108865559,111.13104,182280192,36088840192,71507968,798720
1709821109881258,114.75498,182280192,36088840192,71507968,802816
1709821110895887,112.849976,182280192,36088840192,71507968,806912
1709821111914516,113.2836,182280192,36088840192,71507968,811008
1709821112928533,112.481804,182300672,36088840192,71507968,815104
1709821113944519,111.9853,182300672,36088840192,71507968,819200
1709821114961135,112.21797,182308864,36088840192,71507968,823296
1709821115974374,112.572845,182308864,36088840192,71507968,827392
1709821116987377,111.78954,182308864,36088840192,71507968,831488
1709821118001405,111.74822,182308864,36088840192,71507968,835584
1709821119016501,112.03715,182308864,36088840192,71507968,839680
1709821120033706,112.325264,182317056,36088840192,71507968,843776
1709821121044987,112.53872,182317056,36088840192,71507968,847872
1709821122057972,111.28838,182317056,36088840192,71507968,851968
1709821123075679,111.02447,182333440,36088840192,71507968,856064
1709821124091337,110.52679,182333440,36088840192,71507968,860160
1709821125107563,110.26715,182333440,36088840192,71507968,864256
1709821126119789,110.84171,182333440,36088840192,71507968,868352
1709821127135760,110.56591,182333440,36088840192,71507968,872448
1709821128148381,110.746025,182333440,36088840192,71507968,876544
1709821129158617,110.66401,182333440,36088840192,71507968,880640
1709821130170068,110.37276,182333440,36088840192,71507968,884736
1709821131189051,111.90555,182333440,36088840192,71507968,888832
1709821132206080,110.201645,182333440,36088840192,71507968,892928
1709821133222652,109.4582,182349824,36088840192,71507968,897024
1709821134238708,109.65581,182349824,36088840192,71507968,901120
1709821135253650,110.45693,182349824,36088840192,71507968,905216
1709821136262396,110.07812,182353920,36088840192,71507968,909312
1709821137277626,110.185074,182353920,36088840192,71507968,913408
1709821138289844,109.94472,182353920,36088840192,71507968,917504
1709821139309231,109.54896,182353920,36088840192,71507968,921600
1709821140323495,110.71006,182353920,36088840192,71507968,925696
1709821141339415,109.86556,182353920,36088840192,71507968,929792
1709821142350810,110.56318,182353920,36088840192,71507968,933888
1709821143364298,107.826126,182382592,36088840192,71507968,942080
1709821144378382,110.00595,182382592,36088840192,71507968,946176
1709821145388550,109.62679,182382592,36088840192,71507968,950272
1709821146401790,109.90846,182382592,36088840192,71507968,954368
1709821147415557,109.44285,182382592,36088840192,71507968,958464
1709821148430172,108.963196,182382592,36088840192,71507968,962560
1709821149439983,109.286026,182403072,36088840192,71507968,966656
1709821150450627,109.25694,182403072,36088840192,71507968,970752
1709821151462979,109.44196,182833152,36089888768,71507968,974848
1709821152476818,109.328064,183259136,36089888768,71507968,978944
1709821153486311,109.07376,183271424,36089888768,71507968,983040
1709821154500527,108.7849,183271424,36089888768,71507968,987136
1709821155512074,108.49572,185778176,36089888768,71507968,991232
1709821156526730,109.834564,185778176,36089888768,71507968,995328
1709821157538416,109.61503,185778176,36089888768,71507968,999424
1709821158555939,109.353004,185790464,36089888768,71507968,1003520
1709821159568334,109.33395,185790464,36089888768,71507968,1007616
1709821160584812,108.64924,185790464,36089888768,71507968,1011712
1709821161598641,108.7442,185794560,36089888768,71507968,1015808
1709821162611140,108.2137,187314176,36091068416,71507968,1019904
1709821163628141,99.10899,187355136,36091068416,71507968,1024000
1709821164644032,64.90582,187355136,36091068416,71507968,1024000
1709821165661026,64.207375,187355136,36091068416,71507968,1024000
1709821166680053,62.747856,187383808,36091068416,71507968,1024000
1709821167696196,59.53625,187482112,36091068416,71507968,1024000
1709821168713482,61.10694,187482112,36091068416,71507968,1024000
